schema,table,column,inferred_dtype
manufacturing,petrochemicals_emissions_sources,emissions_quantity,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,start_time,string
manufacturing,steel_emissions_sources,other3_def,string
forestry_and_land_use,net_wetland_emissions_sources_confidence,total_co2e_100yrgwp,string
waste,biological_treatment_of_solid_waste_and_biogenic_country_emissi,iso3_country,string
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,activity,string
forestry_and_land_use,forest_land_degradation_country_emissions,emissions_quantity_units,string
forestry_and_land_use,wetland_fires_emissions_sources,other1_def,string
agriculture,cropland_fires_emissions_sources,other8_def,empty
forestry_and_land_use,wetland_fires_emissions_sources,other8,empty
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,created_date,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,total_co2e_20yrgwp,string
mineral_extraction,copper_mining_emissions_sources,other9,empty
fossil_fuel_operations,coal_mining_emissions_sources,created_date,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,percent_interest_company,string
fossil_fuel_operations,oil_and_gas_refining_country_emissions,created_date,string
manufacturing,steel_emissions_sources,other7_def,empty
transportation,domestic_shipping_emissions_sources_confidence,source_type,empty
mineral_extraction,bauxite_mining_emissions_sources_confidence,co2_emissions,string
power,electricity_generation_emissions_sources_ownership,interest_units,string
waste,incineration_and_open_burning_of_waste_country_emissions,gas,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other3,string
power,electricity_generation_emissions_sources,iso3_country,string
transportation,international_aviation_emissions_sources,lon,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,relationship,string
agriculture,cropland_fires_emissions_sources,end_time,string
waste,solid_waste_disposal_emissions_sources,source_name,string
forestry_and_land_use,removals_emissions_sources,other5,empty
mineral_extraction,copper_mining_emissions_sources,other8_def,empty
agriculture,rice_cultivation_emissions_sources,iso3_country,string
transportation,domestic_aviation_emissions_sources,other4,empty
mineral_extraction,bauxite_mining_emissions_sources_ownership,percent_company_datasource,empty
forestry_and_land_use,net_wetland_emissions_sources_confidence,co2_emissions,string
transportation,international_aviation_emissions_sources,other6_def,empty
manufacturing,cement_emissions_sources,sector,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,total_co2e_20yrgwp,string
manufacturing,other_manufacturing_emissions_sources,iso3_country,string
manufacturing,steel_emissions_sources,start_time,string
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,start_time,string
forestry_and_land_use,removals_emissions_sources,end_time,string
agriculture,enteric_fermentation_other_country_emissions,end_time,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,source_type,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other1_def,string
agriculture,synthetic_fertilizer_application_emissions_sources,iso3_country,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,subsector,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other8,empty
waste,solid_waste_disposal_emissions_sources,other7,empty
agriculture,cropland_fires_country_emissions,subsector,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,total_co2e_100yrgwp,string
mineral_extraction,copper_mining_emissions_sources_confidence,capacity_factor,empty
transportation,domestic_shipping_emissions_sources,other9,empty
transportation,domestic_aviation_emissions_sources_ownership,company_name,string
fluorinated_gases,fluorinated_gases_country_emissions,sector,string
forestry_and_land_use,wetland_fires_emissions_sources,other7_def,empty
power,electricity_generation_emissions_sources,source_type,string
transportation,road_transportation_emissions_sources_confidence,co2_emissions,string
mineral_extraction,bauxite_mining_emissions_sources,emissions_quantity,string
power,electricity_generation_country_emissions,emissions_quantity,string
transportation,international_shipping_emissions_sources_confidence,created_date,string
forestry_and_land_use,removals_country_emissions,emissions_quantity,string
forestry_and_land_use,removals_emissions_sources,other4_def,empty
forestry_and_land_use,shrubgrass_fires_country_emissions,sector,string
waste,biological_treatment_of_solid_waste_and_biogenic_country_emissi,temporal_granularity,empty
agriculture,manure_left_on_pasture_cattle_country_emissions,end_time,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,source_id,string
forestry_and_land_use,net_forest_land_emissions_sources_confidence,n2o_emissions,empty
manufacturing,steel_emissions_sources,other1_def,string
mineral_extraction,iron_mining_emissions_sources,other2,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,start_time,string
forestry_and_land_use,net_shrubgrass_emissions_sources,emissions_factor_units,empty
transportation,international_aviation_emissions_sources_ownership,interest_units,string
buildings,other_onsite_fuel_usage_country_emissions,emissions_quantity_units,string
forestry_and_land_use,water_reservoirs_emissions_sources,capacity,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other10,empty
forestry_and_land_use,net_forest_land_emissions_sources,other4,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,created_date,string
manufacturing,steel_emissions_sources,other8,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other6_def,string
power,electricity_generation_emissions_sources,temporal_granularity,string
transportation,domestic_aviation_emissions_sources_confidence,subsector,string
forestry_and_land_use,forest_land_degradation_emissions_sources,capacity_factor,string
agriculture,rice_cultivation_emissions_sources,temporal_granularity,string
agriculture,cropland_fires_country_emissions,start_time,string
manufacturing,petrochemicals_country_emissions,emissions_quantity_units,string
agriculture,cropland_fires_emissions_sources,other8,empty
agriculture,synthetic_fertilizer_application_emissions_sources,source_type,empty
forestry_and_land_use,wetland_fires_emissions_sources,start_time,string
forestry_and_land_use,forest_land_clearing_emissions_sources_confidence,start_time,string
transportation,other_transport_country_emissions,created_date,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,lon,string
manufacturing,other_manufacturing_emissions_sources,temporal_granularity,string
transportation,domestic_shipping_emissions_sources,other9_def,empty
transportation,road_transportation_emissions_sources_confidence,total_co2e_100yrgwp,string
power,other_energy_use_country_emissions,sector,string
manufacturing,other_manufacturing_emissions_sources,source_type,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,end_time,string
forestry_and_land_use,net_shrubgrass_emissions_sources,other9_def,empty
agriculture,rice_cultivation_country_emissions,gas,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other7_def,empty
forestry_and_land_use,forest_land_degradation_emissions_sources,activity,string
agriculture,enteric_fermentation_cattle_feedlot_country_emissions,emissions_quantity,string
agriculture,rice_cultivation_emissions_sources,source_type,empty
manufacturing,petrochemicals_emissions_sources_confidence,ch4_emissions,string
agriculture,synthetic_fertilizer_application_emissions_sources,temporal_granularity,string
mineral_extraction,bauxite_mining_emissions_sources,other10,empty
manufacturing,aluminum_emissions_sources_confidence,end_time,string
transportation,domestic_aviation_emissions_sources_confidence,co2_emissions_factor,string
transportation,international_shipping_emissions_sources,iso3_country,string
transportation,road_transportation_emissions_sources_confidence,n2o_emissions,string
mineral_extraction,bauxite_mining_emissions_sources,other7,empty
fossil_fuel_operations,coal_mining_emissions_sources_confidence,end_time,string
forestry_and_land_use,wetland_fires_emissions_sources,other4,empty
manufacturing,cement_emissions_sources,capacity_units,string
forestry_and_land_use,forest_land_fires_emissions_sources,iso3_country,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,created_date,string
transportation,international_aviation_emissions_sources,other2,empty
forestry_and_land_use,net_forest_land_emissions_sources_confidence,co2_emissions,string
forestry_and_land_use,wetland_fires_emissions_sources_confidence,source_type,empty
transportation,domestic_aviation_emissions_sources_ownership,source_name,string
forestry_and_land_use,net_forest_land_emissions_sources,other7_def,empty
power,electricity_generation_emissions_sources_ownership_data_source,url,string
mineral_extraction,bauxite_mining_emissions_sources,source_name,string
agriculture,enteric_fermentation_cattle_pasture_country_emissions,emissions_quantity_units,string
manufacturing,cement_country_emissions,sector,string
manufacturing,cement_emissions_sources_ownership,source_id,string
agriculture,manure_management_cattle_feedlot_emissions_sources,other6,empty
forestry_and_land_use,forest_land_clearing_country_emissions,emissions_quantity_units,string
agriculture,synthetic_fertilizer_application_country_emissions,created_date,string
manufacturing,steel_emissions_sources_ownership,percent_parent_datasource,string
manufacturing,other_manufacturing_emissions_sources_confidence,iso3_country,string
forestry_and_land_use,water_reservoirs_country_emissions,subsector,string
transportation,domestic_aviation_emissions_sources,other8,empty
buildings,residential_and_commercial_onsite_fuel_usage_country_emissions,sector,string
transportation,domestic_aviation_emissions_sources,other1_def,string
forestry_and_land_use,removals_emissions_sources_confidence,sector,string
transportation,railways_country_emissions,modified_date,empty
manufacturing,aluminum_emissions_sources,other1,string
transportation,domestic_shipping_emissions_sources,other4,empty
manufacturing,aluminum_emissions_sources_ownership,percent_parent_datasource,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,created_date,string
waste,solid_waste_disposal_emissions_sources_confidence,source_type,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,total_co2e_20yrgwp,string
power,electricity_generation_emissions_sources_confidence,capacity_factor,string
forestry_and_land_use,net_forest_land_emissions_sources,start_time,string
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,source_type,string
forestry_and_land_use,forest_land_degradation_emissions_sources,emissions_factor,string
manufacturing,aluminum_country_emissions,created_date,string
manufacturing,other_manufacturing_emissions_sources_confidence,n2o_emissions_factor,empty
mineral_extraction,iron_mining_emissions_sources_ownership,ultimate_parent_name,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other4,string
manufacturing,steel_country_emissions,temporal_granularity,string
forestry_and_land_use,net_forest_land_emissions_sources_confidence,total_co2e_100yrgwp,string
mineral_extraction,copper_mining_emissions_sources,geometry_ref,string
manufacturing,steel_emissions_sources_ownership_data_source,created_date,string
forestry_and_land_use,forest_land_degradation_emissions_sources,other3,string
waste,solid_waste_disposal_emissions_sources,other10,string
transportation,international_shipping_emissions_sources,temporal_granularity,string
manufacturing,cement_emissions_sources_confidence,end_time,string
mineral_extraction,copper_mining_emissions_sources,other3_def,empty
forestry_and_land_use,forest_land_fires_emissions_sources,temporal_granularity,string
forestry_and_land_use,water_reservoirs_emissions_sources,other9_def,empty
transportation,domestic_aviation_emissions_sources,start_time,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,start_date,string
manufacturing,cement_emissions_sources,other5_def,string
manufacturing,chemicals_country_emissions,created_date,string
forestry_and_land_use,forest_land_fires_emissions_sources,source_type,empty
manufacturing,cement_emissions_sources_ownership,relationship,string
mineral_extraction,copper_mining_emissions_sources_ownership,ultimate_parent_name,string
transportation,international_aviation_emissions_sources_confidence,end_time,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,n2o_emissions,empty
forestry_and_land_use,net_forest_land_emissions_sources,other1_def,string
forestry_and_land_use,net_forest_land_emissions_sources,other8,empty
transportation,international_shipping_emissions_sources,source_type,empty
transportation,domestic_shipping_emissions_sources,geometry_ref,string
manufacturing,steel_emissions_sources,other4,string
mineral_extraction,iron_mining_emissions_sources,lon,string
manufacturing,steel_emissions_sources_ownership_data_source,recency,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,total_co2e_20yrgwp,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,percent_interest_company,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other2,string
agriculture,cropland_fires_emissions_sources_confidence,ch4_emissions,string
fossil_fuel_operations,solid_fuel_transformation_country_emissions,gas,string
forestry_and_land_use,water_reservoirs_emissions_sources,emissions_factor_units,string
forestry_and_land_use,net_wetland_emissions_sources_confidence,n2o_emissions,empty
forestry_and_land_use,net_shrubgrass_emissions_sources,capacity,empty
transportation,domestic_aviation_emissions_sources,other7_def,empty
transportation,road_transportation_emissions_sources,created_date,string
mineral_extraction,iron_mining_emissions_sources,other6_def,empty
fossil_fuel_operations,coal_mining_emissions_sources,activity_units,string
transportation,road_transportation_emissions_sources,subsector,string
forestry_and_land_use,removals_emissions_sources_confidence,n2o_emissions_factor,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,ultimate_parent_name,string
manufacturing,cement_emissions_sources,gas,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other10_def,empty
forestry_and_land_use,removals_emissions_sources_confidence,iso3_country,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,subsector,string
transportation,international_shipping_emissions_sources_confidence,total_co2e_20yrgwp,string
manufacturing,steel_country_emissions,iso3_country,string
waste,solid_waste_disposal_emissions_sources,emissions_quantity,string
forestry_and_land_use,removals_emissions_sources,modified_date,empty
forestry_and_land_use,water_reservoirs_country_emissions,start_time,string
transportation,domestic_aviation_emissions_sources_confidence,modified_date,empty
manufacturing,other_manufacturing_emissions_sources_confidence,sector,string
transportation,railways_country_emissions,temporal_granularity,empty
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,n2o_emissions_factor,string
manufacturing,aluminum_emissions_sources_ownership,modified_date,empty
manufacturing,petrochemicals_country_emissions,created_date,string
transportation,international_aviation_emissions_sources,other4_def,empty
transportation,international_shipping_emissions_sources_confidence,sector,string
manufacturing,petrochemicals_emissions_sources,emissions_factor,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,end_time,string
transportation,other_transport_country_emissions,emissions_quantity_units,string
fossil_fuel_operations,coal_mining_emissions_sources,other7,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,sector,string
manufacturing,other_manufacturing_emissions_sources_confidence,total_co2e_20yrgwp,string
fossil_fuel_operations,coal_mining_emissions_sources,source_name,string
manufacturing,steel_emissions_sources_ownership,modified_date,empty
manufacturing,steel_country_emissions,modified_date,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,sector,string
mineral_extraction,copper_mining_emissions_sources,lat,string
agriculture,manure_management_cattle_feedlot_country_emissions,subsector,string
forestry_and_land_use,water_reservoirs_emissions_sources,iso3_country,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,emissions_factor,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,iso3_country,string
agriculture,cropland_fires_emissions_sources_confidence,source_name,string
manufacturing,aluminum_emissions_sources,capacity_units,string
waste,solid_waste_disposal_country_emissions,emissions_quantity,string
waste,wastewater_treatment_and_discharge_emissions_sources,capacity_factor,string
forestry_and_land_use,net_wetland_emissions_sources,other3,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other5,empty
mineral_extraction,copper_mining_emissions_sources_confidence,source_type,string
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,end_time,string
transportation,international_shipping_country_emissions,emissions_quantity,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other5_def,string
manufacturing,steel_emissions_sources,other6,empty
forestry_and_land_use,forest_land_degradation_emissions_sources_confidence,start_time,string
power,electricity_generation_emissions_sources_ownership,company_name,string
manufacturing,pulp_and_paper_country_emissions,emissions_quantity,empty
waste,wastewater_treatment_and_discharge_emissions_sources,activity,string
buildings,other_onsite_fuel_usage_country_emissions,created_date,string
waste,solid_waste_disposal_emissions_sources,created_date,string
transportation,domestic_shipping_emissions_sources,source_id,string
manufacturing,cement_emissions_sources,other1,string
transportation,international_shipping_emissions_sources_confidence,n2o_emissions_factor,empty
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,sector,string
agriculture,rice_cultivation_emissions_sources_confidence,start_time,string
forestry_and_land_use,water_reservoirs_emissions_sources,source_type,string
agriculture,manure_management_cattle_feedlot_country_emissions,start_time,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,start_time,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,iso3_country,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other6,empty
agriculture,cropland_fires_emissions_sources,other10,empty
transportation,railways_country_emissions,iso3_country,string
transportation,domestic_shipping_country_emissions,sector,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,n2o_emissions_factor,string
manufacturing,petrochemicals_emissions_sources_confidence,ch4_emissions_factor,string
power,electricity_generation_emissions_sources,capacity,string
forestry_and_land_use,removals_emissions_sources,lon,string
transportation,international_shipping_emissions_sources,other10,empty
forestry_and_land_use,forest_land_clearing_emissions_sources,activity,string
manufacturing,steel_emissions_sources_confidence,total_co2e_100yrgwp,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,capacity_factor,empty
mineral_extraction,copper_mining_emissions_sources,source_id,string
forestry_and_land_use,removals_emissions_sources_confidence,total_co2e_20yrgwp,string
transportation,international_shipping_emissions_sources_confidence,iso3_country,string
forestry_and_land_use,forest_land_fires_emissions_sources,other9_def,empty
forestry_and_land_use,water_reservoirs_emissions_sources,temporal_granularity,string
manufacturing,aluminum_emissions_sources,other5_def,string
manufacturing,other_manufacturing_emissions_sources,other3,string
forestry_and_land_use,removals_emissions_sources,other6_def,empty
mineral_extraction,bauxite_mining_emissions_sources,activity_units,string
manufacturing,aluminum_emissions_sources,gas,string
forestry_and_land_use,forest_land_degradation_country_emissions,created_date,string
manufacturing,other_manufacturing_country_emissions,sector,string
agriculture,rice_cultivation_emissions_sources,capacity,empty
forestry_and_land_use,net_wetland_emissions_sources,emissions_factor,empty
transportation,international_aviation_emissions_sources,other5,empty
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,modified_date,string
transportation,domestic_aviation_emissions_sources_ownership,interest_units,string
agriculture,manure_management_cattle_feedlot_emissions_sources,other4,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,n2o_emissions,string
manufacturing,steel_emissions_sources_ownership,percent_interest_parent,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other3,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other4_def,string
transportation,domestic_shipping_emissions_sources,lat,string
fossil_fuel_operations,oil_and_gas_refining_country_emissions,emissions_quantity_units,string
mineral_extraction,iron_mining_emissions_sources_confidence,n2o_emissions,empty
manufacturing,petrochemicals_emissions_sources,other3,empty
transportation,domestic_shipping_emissions_sources_confidence,capacity_factor,empty
transportation,international_shipping_emissions_sources,emissions_factor_units,string
agriculture,synthetic_fertilizer_application_emissions_sources,capacity,string
manufacturing,cement_emissions_sources_ownership,ultimate_parent_id,string
forestry_and_land_use,wetland_fires_emissions_sources,other6,empty
manufacturing,aluminum_emissions_sources_ownership,percent_interest_parent,string
forestry_and_land_use,net_wetland_country_emissions,end_time,string
mineral_extraction,iron_mining_emissions_sources,modified_date,string
forestry_and_land_use,forest_land_clearing_emissions_sources,capacity_factor,string
transportation,international_aviation_emissions_sources,end_time,string
agriculture,cropland_fires_emissions_sources,lon,string
forestry_and_land_use,forest_land_fires_emissions_sources,emissions_factor_units,string
manufacturing,steel_emissions_sources_confidence,co2_emissions,string
transportation,international_aviation_emissions_sources_ownership,company_name,string
forestry_and_land_use,net_wetland_emissions_sources,capacity_factor,empty
manufacturing,petrochemicals_emissions_sources_confidence,source_name,string
waste,wastewater_treatment_and_discharge_emissions_sources,other3,string
agriculture,manure_management_cattle_feedlot_emissions_sources,start_time,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,iso3_country,string
mineral_extraction,bauxite_mining_emissions_sources,created_date,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,total_co2e_100yrgwp,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,geometry_ref,string
mineral_extraction,bauxite_mining_country_emissions,emissions_quantity,string
forestry_and_land_use,forest_land_fires_country_emissions,gas,string
forestry_and_land_use,forest_land_clearing_emissions_sources,emissions_factor,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,n2o_emissions_factor,empty
mineral_extraction,iron_mining_emissions_sources_confidence,total_co2e_100yrgwp,string
manufacturing,aluminum_emissions_sources_ownership,subsector,string
mineral_extraction,rock_quarrying_country_emissions,gas,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,iso3_country,string
agriculture,manure_management_cattle_feedlot_emissions_sources,other7_def,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other8,empty
forestry_and_land_use,net_shrubgrass_emissions_sources,iso3_country,string
forestry_and_land_use,net_wetland_emissions_sources,activity,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other2,string
mineral_extraction,iron_mining_emissions_sources,other5,empty
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,capacity,string
transportation,international_aviation_emissions_sources_ownership,source_name,string
forestry_and_land_use,net_forest_land_emissions_sources,other6,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources,other2_def,string
manufacturing,chemicals_country_emissions,emissions_quantity_units,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,co2_emissions,empty
manufacturing,steel_emissions_sources_ownership,subsector,string
manufacturing,other_manufacturing_emissions_sources_confidence,created_date,string
mineral_extraction,copper_mining_country_emissions,emissions_quantity,string
mineral_extraction,iron_mining_emissions_sources_confidence,co2_emissions,string
mineral_extraction,copper_mining_emissions_sources_ownership,geometry_ref,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,ultimate_parent_id,string
transportation,road_transportation_emissions_sources,other3,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,n2o_emissions_factor,string
agriculture,other_agricultural_soil_emissions_country_emissions,subsector,string
transportation,domestic_aviation_country_emissions,end_time,string
forestry_and_land_use,net_shrubgrass_country_emissions,gas,string
manufacturing,aluminum_emissions_sources,sector,string
mineral_extraction,iron_mining_emissions_sources,end_time,string
manufacturing,steel_emissions_sources_confidence,n2o_emissions,string
transportation,international_aviation_emissions_sources,modified_date,string
forestry_and_land_use,forest_land_fires_emissions_sources,capacity,string
agriculture,synthetic_fertilizer_application_country_emissions,emissions_quantity_units,string
manufacturing,petrochemicals_emissions_sources,activity,string
fossil_fuel_operations,coal_mining_emissions_sources,emissions_quantity,string
mineral_extraction,iron_mining_emissions_sources,other4_def,empty
agriculture,synthetic_fertilizer_application_emissions_sources,emissions_factor_units,string
transportation,international_shipping_emissions_sources,capacity,string
power,electricity_generation_emissions_sources,other9_def,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,modified_date,string
agriculture,cropland_fires_emissions_sources_confidence,ch4_emissions_factor,empty
power,electricity_generation_emissions_sources_confidence,source_type,string
transportation,domestic_aviation_emissions_sources,other6,empty
waste,solid_waste_disposal_emissions_sources_confidence,capacity_factor,empty
manufacturing,aluminum_country_emissions,emissions_quantity_units,string
agriculture,rice_cultivation_emissions_sources,emissions_factor_units,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,gas,string
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,capacity_factor,empty
forestry_and_land_use,removals_emissions_sources,other2,string
mineral_extraction,iron_mining_emissions_sources_ownership,geometry_ref,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,activity,string
fossil_fuel_operations,oil_and_gas_production_and_transport_country_emissions,end_time,string
waste,solid_waste_disposal_emissions_sources,activity_units,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,sector,string
manufacturing,other_manufacturing_emissions_sources,other2_def,string
agriculture,manure_management_cattle_feedlot_emissions_sources,other1_def,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other3,string
forestry_and_land_use,net_shrubgrass_emissions_sources,temporal_granularity,string
forestry_and_land_use,removals_emissions_sources_confidence,created_date,string
waste,biological_treatment_of_solid_waste_and_biogenic_country_emissi,modified_date,empty
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,source_id,string
power,electricity_generation_emissions_sources_ownership,source_name,string
agriculture,other_agricultural_soil_emissions_country_emissions,start_time,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other7_def,empty
agriculture,synthetic_fertilizer_application_emissions_sources,other9_def,empty
power,electricity_generation_emissions_sources,emissions_factor_units,string
manufacturing,petrochemicals_emissions_sources,capacity_factor,string
agriculture,manure_management_cattle_feedlot_emissions_sources,other8,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,capacity_factor,string
agriculture,cropland_fires_emissions_sources,other5_def,empty
fossil_fuel_operations,coal_mining_emissions_sources,other10,empty
agriculture,rice_cultivation_emissions_sources,other9_def,empty
forestry_and_land_use,wetland_fires_emissions_sources_confidence,capacity_factor,empty
forestry_and_land_use,net_forest_land_country_emissions,end_time,string
waste,wastewater_treatment_and_discharge_emissions_sources,emissions_factor,string
forestry_and_land_use,net_shrubgrass_emissions_sources,source_type,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,sector,string
agriculture,enteric_fermentation_cattle_pasture_country_emissions,created_date,string
forestry_and_land_use,forest_land_clearing_country_emissions,created_date,date
manufacturing,cement_emissions_sources,activity,string
transportation,international_shipping_emissions_sources,other4_def,empty
manufacturing,steel_emissions_sources,source_type,string
transportation,international_aviation_emissions_sources,source_name,string
forestry_and_land_use,net_wetland_emissions_sources_confidence,subsector,string
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,created_date,string
forestry_and_land_use,forest_land_fires_emissions_sources,other4,empty
fossil_fuel_operations,oil_and_gas_refining_country_emissions,sector,string
mineral_extraction,bauxite_mining_emissions_sources,other2,empty
waste,wastewater_treatment_and_discharge_emissions_sources,other1,empty
forestry_and_land_use,forest_land_degradation_emissions_sources_confidence,activity,string
forestry_and_land_use,wetland_fires_emissions_sources,iso3_country,string
agriculture,cropland_fires_country_emissions,emissions_quantity,string
waste,solid_waste_disposal_emissions_sources,other6_def,string
fossil_fuel_operations,coal_mining_emissions_sources,other4_def,string
manufacturing,other_manufacturing_country_emissions,emissions_quantity_units,string
forestry_and_land_use,wetland_fires_emissions_sources_confidence,ch4_emissions,empty
mineral_extraction,iron_mining_emissions_sources,emissions_quantity,string
power,electricity_generation_emissions_sources,other1_def,string
agriculture,enteric_fermentation_cattle_feedlot_country_emissions,start_time,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,end_date,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,sector,string
mineral_extraction,copper_mining_emissions_sources_ownership,company_name,string
agriculture,manure_management_cattle_feedlot_emissions_sources,emissions_factor_units,string
power,electricity_generation_emissions_sources,other8,empty
forestry_and_land_use,net_forest_land_emissions_sources_confidence,modified_date,empty
manufacturing,steel_emissions_sources,temporal_granularity,string
transportation,international_aviation_emissions_sources,other7,empty
agriculture,rice_cultivation_emissions_sources,other8,empty
power,electricity_generation_country_emissions,start_time,string
forestry_and_land_use,removals_country_emissions,start_time,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,company_name,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,subsector,string
mineral_extraction,iron_mining_emissions_sources,other10,empty
manufacturing,other_manufacturing_emissions_sources,other5,empty
manufacturing,cement_emissions_sources,capacity_factor,string
manufacturing,other_manufacturing_emissions_sources,modified_date,empty
mineral_extraction,sand_quarrying_country_emissions,end_time,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,source_id,string
manufacturing,steel_country_emissions,gas,string
agriculture,rice_cultivation_emissions_sources,other1_def,string
agriculture,synthetic_fertilizer_application_emissions_sources,other1_def,string
waste,solid_waste_disposal_emissions_sources_confidence,ch4_emissions,empty
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,ch4_emissions,string
transportation,domestic_shipping_country_emissions,emissions_quantity_units,string
transportation,road_transportation_emissions_sources,source_id,string
agriculture,manure_management_cattle_feedlot_emissions_sources,other9_def,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,subsector,string
waste,solid_waste_disposal_emissions_sources,lon,string
fossil_fuel_operations,solid_fuel_transformation_country_emissions,iso3_country,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,iso3_country,string
agriculture,synthetic_fertilizer_application_emissions_sources,other8,empty
manufacturing,cement_emissions_sources_ownership,lat,string
manufacturing,other_manufacturing_emissions_sources,start_time,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,iso3_country,string
